大分類,中分類,小分類,細分類,該当例
,,,,パワーウィンドレギュレーター組立工
,,,,パワーシート製造工
,,,,フリーホイール組立工(自動車部品)
,,,,ブレーキ組立工(自動車部品)
,,,,ブレーキ装置組立工(自動車用)
,,,,フロート組立工(自動車部品製造)
,,,,ホイール組立工
,,,,ラジエータ組立工(自動車)
,,,,ワイパー組立工(自動車)
,,輸送用機械器具組立工(自動車を除く),鉄道車両組立工,運転室取付工(鉄道車両)
,,,,貨車組立工
,,,,貨車下回工
,,,,機関車組立工
,,,,貨車上回工
,,,,計器取付工(鉄道車両)
,,,,ケーブルカー組立工
,,,,鋼体組立工(鉄道車両)
,,,,車体組立工(鉄道車両製造)
,,,,車台組立工(鉄道車両製造)
,,,,車両機械組立工(鉄道車両)
,,,,車両機器ぎ装工(鉄道車両)
,,,,車両器具取付工(鉄道車両)
,,,,車両ぎ装工(鉄道車両)
,,,,車両組立工(鉄道車両)
,,,,車両工(鉄道車両製造)
,,,,車両電装品取付工(鉄道車両)
,,,,車両屋根張工(鉄道車両)
,,,,車輪圧入工(鉄道車両)
,,,,集電装置取付工(鉄道車両)
,,,,制御装置組立工(鉄道車両)
,,,,制動機取付工(鉄道車両)
,,,,側構組立工(鉄道車両)
,,,,台枠組立工(鉄道車両製造)
,,,,ディーゼルエンジン取付工(鉄道車両)
,,,,ディーゼルカー組立工
,,,,ディーゼル機関車組立工
,,,,鉄道車両機械組立工
,,,,鉄道車両機器取付工
,,,,鉄道車両ぎ装工
,,,,鉄道車両車体組立工
,,,,鉄道車両台車組立工
,,,,鉄道車両部分品組立工
,,,,電気機関車組立工
,,,,電車組立工
,,,,ドア取付工(鉄道車両)
,,,,内燃機関車組立工
,,,,内燃動車組立工
,,,,ばね取付工(鉄道車両製造)
,,,,ブレーキ装置取付工(鉄道車両)
,,,,ボルスター(ゆれ枕)取付工(鉄道車両製造)
,,,,メーター組付工(鉄道車両)
,,,,モノレールカー組立工
,,,,雪かき車組立工
,,,,連結装置組立工
,,,,連結装置取付工
,,,,ロープウェイ組立工(車体)
,,,船舶ぎ装工,外業仕上工(造船)
,,,,舵取機取付工
,,,,機関部ぎ装工(船舶)
,,,,機装工(造船業)
,,,,救命装置ぎ装工
,,,,居住部ぎ装工(船舶)
,,,,居装工(造船業)
,,,,航海計器取付工
,,,,甲板部ぎ装工
,,,,採光装置取付工(船舶)
,,,,索具取付工(船舶製造)
,,,,推進器取付工(船舶)
,,,,船具取付工
,,,,船体ぎ装工
,,,,船舶機関ぎ装工
,,,,船舶汽かん取付工
,,,,船舶機関部ぎ装工
,,,,船舶ぎ装木工
,,,,船舶居住部ぎ装工
,,,,船舶甲板部ぎ装工
,,,,船舶室内ぎ装工
,,,,船舶電気部ぎ装工
,,,,船舶発電機取付工
,,,,造機ぎ装工(鋼船製造)
,,,,造船機械ぎ装工
,,,,操舵装置取付工
,,,,タービン取付工(船舶)
,,,,通信装置据付工(船舶)
,,,,通風装置取付工
,,,,綱具工(船舶)
,,,,ディーゼル機関取付工(船舶)
,,,,電気部ぎ装工(船舶)
,,,,荷役装置取付工
,,,,発電機取付工(船舶)
,,,,ボイラー取付工(船舶製造)
,,,,ボート揚卸装置取付工
,,,,無線艤装工(船舶)
,,,,メーター組付工(船舶)
,,,航空機組立工,機体付属装置取付工
,,,,機体部品取付工
,,,,空気圧機器取付工(航空機)
,,,,空気調和装置取付工(航空機)
,,,,グライダー製作工
,,,,計器取付工(航空機)
,,,,航空機圧力機器工(部品組立)
,,,,航空機エンジン取付工
,,,,航空機ぎ装工
,,,,航空機機体組立工
,,,,航空機金属管組立据付工
,,,,航空機総組立工
,,,,航空機部品組立工
,,,,航空機部分品組立工
,,,,航空機翼切組工
,,,,降着装置取付工(航空機)
,,,,座席取付工(航空機)
,,,,始動機取付工(航空機)
,,,,車輪組立工(航空機製造)
,,,,操縦装置取付工(航空機組立)
,,,,タンク組立工(航空機)
,,,,点火機器取付工(航空機)
,,,,燃料機器取付工(航空機製造)
,,,,発動機取付工(航空機)
,,,,飛行機組立工
,,,,風防タンク取付工(航空機)
,,,,プロペラ組立工
,,,,ヘリコプター組立工
,,,,保安装置取付工(航空機)
,,,,防水装置取付工(航空機)
,,,,メーター組付工(航空機)
,,,,油圧装置取付工(航空機)
,,,,翼組立工
,,,,冷却器取付工(航空機)
,,,自転車組立工,一輪車組立工
,,,,サドル取付工(自転車組立業)
,,,,自転車車体組立工
,,,,自転車製造工
,,,,自転車総組立工
,,,,自転車部品組立工
,,,,自転車部分品組立工
,,,,自転車フレーム組立工
,,,他に分類されない輸送用機械器具組立工(自動車を除く),一輪車組立工(荷役用)
,,,,運搬車組立工
,,,,運搬台車組立工
,,,,運搬手押車製造工
,,,,FRP船舶製造工(成形から組立まで一貫して行うもの)
,,,,車いす組立工
,,,,牽引車製造工
,,,,牽引装置取付工
,,,,鉱車類組立工
,,,,構内運搬車組立工
,,,,ゴルフカート組立工
,,,,産業用ラジコンヘリコプター組立工
,,,,スノーモービル組立工
,,,,船渠(きょ)工
,,,,船渠ワイヤー係
,,,,トーイングカー組立工
,,,,ドック工
,,,,猫車製造工
,,,,盤木工
,,,,ボート組立工(FRP)
,,,,リヤカー組立工
,,,,ワゴン製造工(金属製)
,,計量計測機器組立工,電気計測器組立工,アンペアメーター組立工
,,,,位相計組立工
,,,,オイルメーター組立工(自動車)
,,,,オシログラフ組立工
,,,,オドメーター組立工
,,,,音量計(VUメーター)組立工
,,,,ガイガー計数管組立工
,,,,回転計組立工(自動車)
,,,,回路計組立工
,,,,回路素子測定器組立工
,,,,加速度計組立工
,,,,距離計組立工(自動車)
,,,,空中線測定器組立工
,,,,計器製造工(電子式)
,,,,検相計組立工
,,,,検電計組立工
,,,,航空計器組立工
,,,,磁性体測定器組立工
,,,,自動車メーター組立工
,,,,自動車用計器組立工
,,,,周波数計測器組立工
,,,,出力計組立工
,,,,心電計組立工
,,,,積算電力計組立工
,,,,測定用素子組付工
,,,,速度計組立工(自動車)
,,,,タコグラフ組立工
,,,,抵抗温度計組立工
,,,,ディップメーター組立工
,,,,デジタル体温計組立工
,,,,テスター組立工
,,,,電圧計組立工
,,,,電圧測定器組立工
,,,,電位計組立工
,,,,電気測定器組立工
,,,,電気動力計組立工
,,,,電気メーター組立工
,,,,電気露出計組立工
,,,,電子計測器組立工
,,,,電子式計測器組立工
,,,,伝送量測定器組立工
,,,,電波測定器組立工
,,,,電流計組立工
,,,,電流測定器組立工
,,,,電力計組立工
,,,,電力測定器組立工
,,,,電話度数計組立工
,,,,熱電温度計組立工
,,,,熱量計組立工
,,,,放射線応用計測器組立工
,,,,力率計組立工
,,,,粒度計組立工
,,,計量器・測定器組立工,圧力計組立工
,,,,液面計組立工
,,,,おもり調整工
,,,,温度計組立工
,,,,角度測定機組立工
,,,,ガスメーター組立工
,,,,曲尺製作工
,,,,寒暖計組立工
,,,,気圧計組立工
,,,,計算尺製造工
,,,,計量器組立工
,,,,計量器製作工
,,,,血圧計組立工
,,,,限界ゲージ組立工
,,,,検出器組付工
,,,,衡器組立工
,,,,コンベックス製造工(金属製巻尺)
,,,,竿ばかり製作工
,,,,磁気コンパス組立工
,,,,湿度計組立工
,,,,ジャイロ計器組立工
,,,,真空計組立工
,,,,水準器組立工
,,,,水道メーター組立工
,,,,水量メーター組立工
,,,,精密測定機組立工
,,,,積算体積計組立工(ガス用)
,,,,測定器組立工
,,,,測量機気泡管製造工
,,,,測量器製造工(光学式でないもの)
,,,,体温計組立工
,,,,体積計組立工
,,,,台ばかり組立工
,,,,タイヤエアーゲージ製造工
,,,,ダイヤルゲージ組立工
,,,,竹尺製作工
,,,,畳尺製造工
,,,,着磁工
,,,,直尺製作工
,,,,天秤組立工
,,,,度量衡器組立工
,,,,長さ計組立工
,,,,長さ測定機組立工
,,,,ねじゲージ組立工(機械式)
,,,,ねじ測定機器組立工(機械式)
,,,,濃度計組立工
,,,,ノギス組立工
,,,,ハイトゲージ組立工
,,,,はかり組立工
,,,,歯車測定機器組立工
,,,,比重計組立工
,,,,比色計組立工
,,,,プラニメーター組立工
,,,,ブロックゲージ製造工
,,,,マイクロメーター組立工
,,,,巻尺製作工
,,,,ます組立工
,,,,密度計組立工
,,,,面積計組立工
,,,,面測定機器組立工
,,,,物差製造工
,,,,羅針盤組立工
,,,,流量計組立工
,,,,量水器調整工
,,,,れん尺製作工
,,,,連成計組立工
,,光学機械器具組立工,カメラ組立工,暗視野集光器組立工
,,,,映画映写機組立工
,,,,映画撮影機組立工
,,,,映写機組立工
,,,,カメラ調整工
,,,,カメラ部品組立工
,,,,カメラ部分組立工
,,,,カメラボディー組立調整工
,,,,カメラボディー部品組立工
,,,,カメラレンズ組立工
,,,,撮影機組立工
,,,,写真引伸機組立工
,,,,シャッター組立工(写真機製造)
,,,,シャッター部品組立工(写真機製造)
,,,,スライド映写機組立工
,,,,デジタルカメラ組立工
,,,,テレビ撮影機組立工
,,,,投影機組立工
,,,,ビデオカメラ組立工
,,,,フィルム現像機械組立工
,,,,レンズ組立工(写真機)
,,,,レンズシャッター取付工
,,,他に分類されない光学機械器具組立工,胃カメラ製造工
,,,,位相差検鏡装置取付工
,,,,オペラグラス組立工
,,,,拡大鏡組立工
,,,,眼鏡(がんきょう)組立工
,,,,鏡胴組立工(双眼鏡製造)
,,,,屈折度計組立工
,,,,経緯儀(セオドライト)組立工
,,,,計器組付工(光学機械)
,,,,検眼鏡組立工
,,,,顕微鏡組立工
,,,,顕微鏡総組立工
,,,,顕微鏡調整工
,,,,顕微鏡部品組立工
,,,,光学計測機器組立工
,,,,光学計測機器調整工
,,,,光学的角度測定機組立工
,,,,光学的指針測微器組立工
,,,,光束計組立工
,,,,光度計組立工
,,,,照度計組立工
,,,,セオドライト組立工
,,,,双眼鏡組立工
,,,,双眼鏡調整工
,,,,測距儀組立工
,,,,測量機器製造工(光学式)
,,,,測距機組立工(光学式)
,,,,測高機組立工
,,,,対物レンズ取付工
,,,,トランシット組立工
,,,,ねじ山測定機組立工(光学式)
,,,,プラネタリウム製造工
,,,,分光器組立工
,,,,偏光器仕上工
,,,,望遠鏡組立工
,,,,望遠鏡部分組立工
,,,,虫眼鏡組立工
,,,,メーター組付工(光学機械)
,,,,ライフルスコープ組立工
,,,,レンズメーター組立工
,,レンズ研磨工・加工工,レンズ研磨工・加工工,光学ガラス仕上工
,,,,光学ガラスと銀工
,,,,光学レンズ工
,,,,コーティング工(レンズ表面処理)
,,,,コート加工工(レンズ製造)
,,,,コンタクトレンズ研磨工
,,,,センターリング工(レンズ製造)
,,,,艶出加工員(レンズ)
,,,,プリズム荒仕上工
,,,,プリズム荒摺工
,,,,プリズム銀付け工
,,,,プリズム研磨工
,,,,プリズム砂かけ工
,,,,プリズム石膏張付工
,,,,マルチコート係(レンズ製造)
,,,,眼鏡レンズ加工工
,,,,レンズ荒仕上工
,,,,レンズ荒ずり工
,,,,レンズ加工工
,,,,レンズ研磨工
,,,,レンズ研磨仕上工
,,,,レンズコーティング工
,,,,レンズ焦点調整工
,,,,レンズ心出工
,,,,レンズ心取工
,,,,レンズ砂洗工
,,,,レンズ砂かけ工
,,,,レンズ清しき工
,,,,レンズ精密仕上工
,,,,レンズ接合工
,,,,レンズ旋盤工
,,,,レンズ素材研磨工
,,,,レンズ玉揚工
,,,,レンズ玉押工
,,,,レンズ着色工
,,,,レンズ調整工
,,,,レンズ貼合せ工
,,,,レンズ表面処理加工工
,,,,レンズふき上工
,,時計組立工,時計組立工,腕時計組立工
,,,,腕時計ムーブメント組立工
,,,,液晶時計部品組立工
,,,,エスケープメント組立工(時計製造)
,,,,置時計組立工
,,,,オルゴール取付工(時計製造)
,,,,外装組立工(時計製造)
,,,,懐中時計組立工
,,,,掛時計組立工
,,,,機械時計側付工
,,,,機械時計組立工
,,,,クォーツ時計組立工
,,,,クロノグラフ組立工
,,,,クロノメーター組立工
,,,,軸受用宝石組付工
,,,,水晶時計外装組立工
,,,,水晶時計組立・調整工
,,,,水晶時計部品組立工
,,,,水晶時計ムーブメント組立工
,,,,ストップウォッチ組立工
,,,,ぜんまい組付工(時計製造)
,,,,タイマー組立工(電気式)
,,,,タイムスイッチ組立工(電気式)
,,,,タイムレコーダー組立工
,,,,デジタル時計部品組立工
,,,,電気時計組立工
,,,,電気時計側付工
,,,,電子時計組立工
,,,,電池時計組立工
,,,,時計組立・調整工
,,,,時計皿組工
,,,,時計師
,,,,時計調整工
,,,,時計バンド取付工
,,,,時計部品組立工
,,,,時計振付工
,,,,時計類似機器組立・調整工
,,,,針組付工(時計製造)
,,,,ムーブメント組立工
,,,,目覚時計組立工
,,,,メトロノーム組立工
,,,,文字板組付工(時計製造)
,,その他の機械組立の職業,その他の機械組立の職業,ICカード製造工
,,,,イグニッション・コイル組立工
